time,input,measurement
4.5500,1.000000,0.282564
4.6000,1.000000,0.306325
4.6500,1.000000,0.282009
4.7000,1.000000,0.362336
4.7500,1.000000,0.242470
4.8000,1.000000,0.295371
4.8500,1.000000,0.258761
4.9000,1.000000,0.365585
4.9500,1.000000,0.373544
5.0000,1.000000,0.311930
5.0500,1.000000,0.427246
5.1000,1.000000,0.336034
5.1500,1.000000,0.288220
5.2000,1.000000,0.349754
5.2500,1.000000,0.388177
5.3000,1.000000,0.364755
5.3500,1.000000,0.495986
5.4000,1.000000,0.431652
5.4500,1.000000,0.481558
5.5000,1.000000,0.470338
5.5500,1.000000,0.322744
5.6000,1.000000,0.394075
5.6500,1.000000,0.282409
5.7000,1.000000,0.392325
5.7500,1.000000,0.486154
5.8000,1.000000,0.393934
5.8500,1.000000,0.409899
5.9000,1.000000,0.463623
5.9500,1.000000,0.492209
6.0000,1.000000,0.440499
6.0500,1.000000,0.450941
6.1000,1.000000,0.509544
6.1500,1.000000,0.487106
6.2000,1.000000,0.465395
6.2500,1.000000,0.500588
6.3000,1.000000,0.493820
6.3500,1.000000,0.507846
6.4000,1.000000,0.600225
6.4500,1.000000,0.489901
6.5000,1.000000,0.483122
6.5500,1.000000,0.585690
6.6000,1.000000,0.484574
6.6500,1.000000,0.610654
6.7000,1.000000,0.519703
6.7500,1.000000,0.537811
6.8000,1.000000,0.575459
6.8500,1.000000,0.604046
6.9000,1.000000,0.597806
6.9500,1.000000,0.542295
7.0000,1.000000,0.538631
7.0500,1.000000,0.578756
7.1000,1.000000,0.572505
7.1500,1.000000,0.537997
7.2000,1.000000,0.594946
7.2500,1.000000,0.628372
7.3000,1.000000,0.591204
7.3500,1.000000,0.665250
7.4000,1.000000,0.611695
7.4500,1.000000,0.587477
7.5000,1.000000,0.604326
7.5500,1.000000,0.575317
7.6000,1.000000,0.555724
7.6500,1.000000,0.635043
7.7000,1.000000,0.572441
7.7500,1.000000,0.601038
7.8000,1.000000,0.618303
7.8500,1.000000,0.645791
7.9000,1.000000,0.653328
7.9500,1.000000,0.636679
8.0000,1.000000,0.541063
8.0500,1.000000,0.630922
8.1000,1.000000,0.606062
8.1500,1.000000,0.642823
8.2000,1.000000,0.701473
8.2500,1.000000,0.695629
8.3000,1.000000,0.669850
8.3500,1.000000,0.687534
8.4000,1.000000,0.591203
8.4500,1.000000,0.678710
8.5000,1.000000,0.703503
8.5500,1.000000,0.640248
8.6000,1.000000,0.699048
8.6500,1.000000,0.662970
8.7000,1.000000,0.735216
8.7500,1.000000,0.743760
8.8000,1.000000,0.664716
8.8500,1.000000,0.767687
8.9000,1.000000,0.688092
8.9500,1.000000,0.803717
9.0000,1.000000,0.679036
9.0500,1.000000,0.709765
9.1000,1.000000,0.720171
9.1500,1.000000,0.674877
9.2000,1.000000,0.629023
9.2500,1.000000,0.678159
9.3000,1.000000,0.774938
9.3500,1.000000,0.707315
9.4000,1.000000,0.710176
9.4500,1.000000,0.805086
9.5000,1.000000,0.756630
9.5500,1.000000,0.769749
9.6000,1.000000,0.779760
9.6500,1.000000,0.694544
9.7000,1.000000,0.748752
9.7500,1.000000,0.752601
9.8000,1.000000,0.739696
9.8500,1.000000,0.695511
9.9000,1.000000,0.775850
9.9500,1.000000,0.672212
10.0000,1.000000,0.710730
10.0500,1.000000,0.719541
10.1000,1.000000,0.741801
10.1500,1.000000,0.806838
10.2000,1.000000,0.849970
10.2500,1.000000,0.855579
10.3000,1.000000,0.812083
10.3500,1.000000,0.796037
10.4000,1.000000,0.659484
10.4500,1.000000,0.835054
10.5000,1.000000,0.912210
10.5500,1.000000,0.805599
10.6000,1.000000,0.796828
10.6500,1.000000,0.822209
10.7000,1.000000,0.825833
10.7500,1.000000,0.798253
10.8000,1.000000,0.774902
10.8500,1.000000,0.813744
10.9000,1.000000,0.729111
10.9500,1.000000,0.705602
11.0000,1.000000,0.869773
11.0500,1.000000,0.780805
11.1000,1.000000,0.841469
11.1500,1.000000,0.885344
11.2000,1.000000,0.870553
11.2500,1.000000,0.783774
11.3000,1.000000,0.829566
11.3500,1.000000,0.756891
11.4000,1.000000,0.811815
11.4500,1.000000,0.871174
11.5000,1.000000,0.822286
11.5500,1.000000,0.679909
11.6000,1.000000,0.711690
11.6500,1.000000,0.785931
11.7000,1.000000,0.894412
11.7500,1.000000,0.839427
11.8000,1.000000,0.838241
11.8500,1.000000,0.767068
11.9000,1.000000,0.841859
11.9500,1.000000,0.722433
12.0000,1.000000,0.854922
12.0500,1.000000,0.898414
12.1000,1.000000,0.800178
12.1500,1.000000,0.896867
12.2000,1.000000,0.808225
12.2500,1.000000,0.853147
12.3000,1.000000,0.840523
12.3500,1.000000,0.853540
12.4000,1.000000,0.926706
12.4500,1.000000,0.895916
12.5000,1.000000,0.819450
12.5500,1.000000,0.716555
12.6000,1.000000,0.900995
12.6500,1.000000,0.895888
12.7000,1.000000,0.867391
12.7500,1.000000,0.832615
12.8000,1.000000,0.941840
12.8500,1.000000,0.773939
12.9000,1.000000,0.825448
12.9500,1.000000,0.792703
13.0000,1.000000,0.885925
13.0500,1.000000,0.845359
13.1000,1.000000,0.975559
13.1500,1.000000,0.872190
13.2000,1.000000,0.860646
13.2500,1.000000,0.902496
13.3000,1.000000,0.838512
13.3500,1.000000,0.822176
13.4000,1.000000,0.904358
13.4500,1.000000,0.854380
13.5000,1.000000,0.928842
13.5500,1.000000,0.897981
13.6000,1.000000,0.888251
13.6500,1.000000,0.887028
13.7000,1.000000,0.880454
13.7500,1.000000,0.906298
13.8000,1.000000,0.867201
13.8500,1.000000,0.790307
13.9000,1.000000,0.893200
13.9500,1.000000,0.867387
14.0000,1.000000,0.822667
14.0500,1.000000,0.931632
14.1000,1.000000,0.874660
14.1500,1.000000,0.807473
14.2000,1.000000,0.892049
14.2500,1.000000,0.863092
14.3000,1.000000,0.812784
14.3500,1.000000,0.914492
14.4000,1.000000,0.847366
14.4500,1.000000,0.936814
14.5000,1.000000,0.857012
14.5500,1.000000,0.951720
14.6000,1.000000,0.925110
14.6500,1.000000,0.910231
14.7000,1.000000,0.867961
14.7500,1.000000,0.951935
14.8000,1.000000,0.932806
14.8500,1.000000,0.890432
14.9000,1.000000,0.938498
14.9500,1.000000,0.859092
15.0000,1.000000,0.847279
15.0500,1.000000,0.907377
15.1000,1.000000,0.916589
15.1500,1.000000,0.935298
15.2000,1.000000,0.918016
15.2500,1.000000,0.977652
15.3000,1.000000,0.851935
15.3500,1.000000,0.945712
15.4000,1.000000,0.929405
15.4500,1.000000,0.986752
15.5000,1.000000,0.925998
15.5500,1.000000,0.936370
15.6000,1.000000,1.009413
15.6500,1.000000,0.961950
15.7000,1.000000,0.953342
15.7500,1.000000,0.904178
15.8000,1.000000,0.931396
15.8500,1.000000,0.842583
15.9000,1.000000,0.883765
15.9500,1.000000,0.959042
16.0000,1.000000,0.838467
16.0500,1.000000,0.932796
16.1000,1.000000,0.929761
16.1500,1.000000,0.949036
16.2000,1.000000,0.845470
16.2500,1.000000,0.829439
16.3000,1.000000,0.987150
16.3500,1.000000,0.937892
16.4000,1.000000,0.953540
16.4500,1.000000,1.014533
16.5000,1.000000,0.943057
16.5500,1.000000,0.836814
16.6000,1.000000,0.920066
16.6500,1.000000,0.977233
16.7000,1.000000,0.915680
16.7500,1.000000,0.922438
16.8000,1.000000,0.908128
16.8500,1.000000,1.012217
16.9000,1.000000,1.001600
16.9500,1.000000,0.849551
17.0000,1.000000,1.035855
17.0500,1.000000,0.902530
17.1000,1.000000,1.043204
17.1500,1.000000,0.876707
17.2000,1.000000,0.998060
17.2500,1.000000,0.915228
17.3000,1.000000,0.936328
17.3500,1.000000,0.988842
17.4000,1.000000,0.908244
17.4500,1.000000,0.961540
17.5000,1.000000,0.961690
17.5500,1.000000,1.006417
17.6000,1.000000,1.015718
17.6500,1.000000,1.041862
17.7000,1.000000,0.963625
17.7500,1.000000,0.969384
17.8000,1.000000,0.921028
17.8500,1.000000,0.911619
17.9000,1.000000,0.884405
17.9500,1.000000,0.939645
18.0000,1.000000,0.959270
18.0500,1.000000,0.952946
18.1000,1.000000,0.981082
18.1500,1.000000,0.885082
18.2000,1.000000,1.039993
18.2500,1.000000,0.969184
18.3000,1.000000,1.008951
18.3500,1.000000,0.972010
18.4000,1.000000,0.911375
18.4500,1.000000,0.939355
18.5000,1.000000,0.791178
18.5500,1.000000,0.967223
18.6000,1.000000,0.953500
18.6500,1.000000,1.018047
18.7000,1.000000,0.870024
18.7500,1.000000,0.954314
18.8000,1.000000,0.943391
18.8500,1.000000,0.895915
18.9000,1.000000,0.886076
18.9500,1.000000,0.901114
19.0000,1.000000,1.009485
19.0500,1.000000,1.009952
19.1000,1.000000,0.889083
19.1500,1.000000,0.953133
19.2000,1.000000,0.985524
19.2500,1.000000,0.978519
19.3000,1.000000,0.886690
19.3500,1.000000,0.932904
19.4000,1.000000,0.891571
19.4500,1.000000,1.014545
19.5000,1.000000,1.093852
19.5500,1.000000,0.961953
19.6000,1.000000,0.857518
19.6500,1.000000,1.006082
19.7000,1.000000,1.043344
19.7500,1.000000,1.039781
19.8000,1.000000,0.974421
19.8500,1.000000,0.993018
19.9000,1.000000,0.971604
19.9500,1.000000,1.003221
20.0000,1.000000,1.014592
20.0500,1.000000,0.930167
20.1000,1.000000,0.938842
20.1500,1.000000,0.951402
20.2000,1.000000,0.957286
20.2500,1.000000,0.978699
20.3000,1.000000,1.025355
20.3500,1.000000,0.904399
20.4000,1.000000,1.015956
20.4500,1.000000,0.960479
20.5000,1.000000,0.827321
20.5500,1.000000,0.950985
20.6000,1.000000,0.957567
20.6500,1.000000,0.998910
20.7000,1.000000,1.001262
20.7500,1.000000,0.971748
20.8000,1.000000,0.931623
20.8500,1.000000,1.020260
20.9000,1.000000,0.939039
20.9500,1.000000,0.913745
21.0000,1.000000,0.941361
21.0500,1.000000,0.946771
21.1000,1.000000,0.968258
21.1500,1.000000,0.951827
21.2000,1.000000,0.956263
21.2500,1.000000,1.011818
21.3000,1.000000,1.014815
21.3500,1.000000,1.001883
21.4000,1.000000,0.960015
21.4500,1.000000,0.942370
21.5000,1.000000,0.964387
21.5500,1.000000,0.968881
21.6000,1.000000,1.018526
21.6500,1.000000,0.962678
21.7000,1.000000,0.916686
21.7500,1.000000,0.935289
21.8000,1.000000,1.065591
21.8500,1.000000,0.930974
21.9000,1.000000,0.914642
21.9500,1.000000,0.963470
22.0000,1.000000,1.066326
22.0500,1.000000,0.983312
22.1000,1.000000,0.993337
22.1500,1.000000,0.900090
22.2000,1.000000,0.904187
22.2500,1.000000,0.979219
22.3000,1.000000,0.956663
22.3500,1.000000,0.999232
22.4000,1.000000,0.924827
22.4500,1.000000,1.032804
22.5000,1.000000,1.048224
22.5500,1.000000,0.903201
22.6000,1.000000,0.992998
22.6500,1.000000,0.966973
22.7000,1.000000,1.053255
22.7500,1.000000,0.992605
22.8000,1.000000,1.029163
22.8500,1.000000,0.977871
22.9000,1.000000,0.997578
22.9500,1.000000,1.088691
23.0000,1.000000,1.086047
23.0500,1.000000,0.897585
23.1000,1.000000,1.001645
23.1500,1.000000,0.994821
23.2000,1.000000,0.929240
23.2500,1.000000,0.944700
23.3000,1.000000,0.992516
23.3500,1.000000,1.031236
23.4000,1.000000,1.009758
23.4500,1.000000,0.962829
23.5000,1.000000,0.930870
23.5500,1.000000,0.879424
23.6000,1.000000,1.061249
23.6500,1.000000,0.956568
23.7000,1.000000,0.941590
23.7500,1.000000,1.001597
23.8000,1.000000,0.980574
23.8500,1.000000,0.984187
23.9000,1.000000,1.018028
23.9500,1.000000,0.961007
24.0000,1.000000,0.932580
24.0500,1.000000,0.978483
24.1000,1.000000,0.989033
24.1500,1.000000,0.931475
24.2000,1.000000,0.930781
24.2500,1.000000,0.933808
24.3000,1.000000,1.027107
24.3500,1.000000,1.055673
24.4000,1.000000,1.050262
24.4500,1.000000,0.941066
24.5000,1.000000,0.952170
24.5500,1.000000,0.923125
24.6000,1.000000,1.078949
24.6500,1.000000,0.963034
24.7000,1.000000,0.985495
24.7500,1.000000,0.963702
24.8000,1.000000,0.995998
24.8500,1.000000,0.935317
24.9000,1.000000,0.956852
24.9500,1.000000,0.942386
25.0000,1.000000,0.869854
25.0500,1.000000,1.000954
25.1000,1.000000,1.025249
25.1500,1.000000,1.036964
25.2000,1.000000,1.066533
25.2500,1.000000,1.036181
25.3000,1.000000,0.985194
25.3500,1.000000,1.016068
25.4000,1.000000,0.962474
25.4500,1.000000,1.028773
25.5000,1.000000,0.974883
25.5500,1.000000,0.873103
25.6000,1.000000,0.987885
25.6500,1.000000,0.992628
25.7000,1.000000,0.930917
25.7500,1.000000,1.013484
25.8000,1.000000,1.049227
25.8500,1.000000,0.932174
25.9000,1.000000,1.027877
25.9500,1.000000,1.033547
26.0000,1.000000,0.942757
26.0500,1.000000,0.968219
26.1000,1.000000,0.935810
26.1500,1.000000,0.961629
26.2000,1.000000,0.988159
26.2500,1.000000,1.049064
26.3000,1.000000,0.958900
26.3500,1.000000,0.913203
26.4000,1.000000,0.833805
26.4500,1.000000,0.957645
26.5000,1.000000,0.925534
26.5500,1.000000,1.000573
26.6000,1.000000,1.002852
26.6500,1.000000,0.912120
26.7000,1.000000,1.009667
26.7500,1.000000,0.981058
26.8000,1.000000,0.979061
26.8500,1.000000,0.965774
26.9000,1.000000,1.039906
26.9500,1.000000,1.021695
27.0000,1.000000,1.001408
27.0500,1.000000,1.049673
27.1000,1.000000,0.993942
27.1500,1.000000,0.999217
27.2000,1.000000,1.019126
27.2500,1.000000,0.978916
27.3000,1.000000,0.932412
27.3500,1.000000,1.080709
27.4000,1.000000,1.039812
27.4500,1.000000,0.927763
27.5000,1.000000,0.943647
27.5500,1.000000,0.939597
27.6000,1.000000,0.916767
27.6500,1.000000,1.011125
27.7000,1.000000,1.068198
27.7500,1.000000,1.012517
27.8000,1.000000,1.071187
27.8500,1.000000,0.972382
27.9000,1.000000,1.006511
27.9500,1.000000,0.947099
28.0000,1.000000,0.994570
28.0500,1.000000,1.047264
28.1000,1.000000,1.029302
28.1500,1.000000,1.044705
28.2000,1.000000,0.973366
28.2500,1.000000,1.039446
28.3000,1.000000,1.066386
28.3500,1.000000,1.022115
28.4000,1.000000,0.924493
28.4500,1.000000,1.008174
28.5000,1.000000,1.006331
28.5500,1.000000,0.960572
28.6000,1.000000,0.942695
28.6500,1.000000,0.953674
28.7000,1.000000,1.051794
28.7500,1.000000,1.001056
28.8000,1.000000,1.078007
28.8500,1.000000,0.904668
28.9000,1.000000,1.015696
28.9500,1.000000,1.074634
29.0000,1.000000,1.086249
29.0500,1.000000,0.967777
29.1000,1.000000,1.074353
29.1500,1.000000,1.049535
29.2000,1.000000,1.054006
29.2500,1.000000,1.005645
29.3000,1.000000,1.045499
29.3500,1.000000,1.040798
29.4000,1.000000,0.964971
29.4500,1.000000,0.860041
29.5000,1.000000,1.052291
29.5500,1.000000,1.048567
29.6000,1.000000,1.032910
29.6500,1.000000,0.975618
29.7000,1.000000,0.975583
29.7500,1.000000,0.917252
29.8000,1.000000,1.077153
29.8500,1.000000,0.991866
29.9000,1.000000,1.038377
29.9500,1.000000,0.978871
30.0000,1.000000,0.878777
30.0500,1.000000,1.036116
30.1000,1.000000,1.057405
30.1500,1.000000,1.089674
30.2000,1.000000,0.991129
30.2500,1.000000,0.972938
30.3000,1.000000,1.004471
30.3500,1.000000,0.944850
30.4000,1.000000,0.953086
30.4500,1.000000,1.027492
30.5000,1.000000,0.985134
30.5500,1.000000,0.970392
30.6000,1.000000,1.016335
30.6500,1.000000,0.979428
30.7000,1.000000,1.117270
30.7500,1.000000,0.982218
30.8000,1.000000,1.074454
30.8500,1.000000,1.031894
30.9000,1.000000,1.045556
30.9500,1.000000,1.014790
31.0000,1.000000,0.989566
31.0500,1.000000,0.997010
31.1000,1.000000,0.966765
31.1500,1.000000,1.015562
31.2000,1.000000,1.045537
31.2500,1.000000,0.875178
31.3000,1.000000,0.933606
31.3500,1.000000,0.937045
31.4000,1.000000,1.029390
31.4500,1.000000,1.028031
31.5000,1.000000,0.976144
31.5500,1.000000,1.072070
31.6000,1.000000,0.977820
31.6500,1.000000,1.023838
31.7000,1.000000,1.036719
31.7500,1.000000,0.988738
31.8000,1.000000,1.048878
31.8500,1.000000,0.978360
31.9000,1.000000,0.995891
31.9500,1.000000,1.002402
32.0000,1.000000,1.034679
32.0500,1.000000,1.068769
32.1000,1.000000,0.958959
32.1500,1.000000,0.927892
32.2000,1.000000,1.030148
32.2500,1.000000,0.892125
32.3000,1.000000,0.999533
32.3500,1.000000,1.026008
32.4000,1.000000,0.909360
32.4500,1.000000,0.955075
32.5000,1.000000,0.981716
32.5500,1.000000,0.991309
32.6000,1.000000,0.997035
32.6500,1.000000,1.017228
32.7000,1.000000,1.031902
32.7500,1.000000,0.918242
32.8000,1.000000,1.059737
32.8500,1.000000,0.983024
32.9000,1.000000,0.976531
32.9500,1.000000,1.053026
33.0000,1.000000,0.970557
33.0500,1.000000,0.953673
33.1000,1.000000,0.903147
33.1500,1.000000,1.060574
33.2000,1.000000,0.908399
33.2500,1.000000,0.931830
33.3000,1.000000,0.891282
33.3500,1.000000,0.977757
33.4000,1.000000,0.904336
33.4500,1.000000,1.056461
33.5000,1.000000,0.963415
33.5500,1.000000,0.939461
33.6000,1.000000,1.016719
33.6500,1.000000,0.944020
33.7000,1.000000,0.991612
33.7500,1.000000,1.043441
33.8000,1.000000,0.957757
33.8500,1.000000,0.979425
33.9000,1.000000,0.960976
33.9500,1.000000,0.982411
34.0000,1.000000,1.150965
34.0500,1.000000,0.891471
34.1000,1.000000,1.043753
34.1500,1.000000,1.001032
34.2000,1.000000,0.963309
34.2500,1.000000,1.049017
34.3000,1.000000,1.060711
34.3500,1.000000,0.953232
34.4000,1.000000,0.993831
34.4500,1.000000,0.967754
34.5000,1.000000,1.020836
34.5500,1.000000,1.007244
34.6000,1.000000,0.997441
34.6500,1.000000,1.019883
34.7000,1.000000,1.023918
34.7500,1.000000,1.072718
34.8000,1.000000,0.955303
34.8500,1.000000,0.995169
34.9000,1.000000,1.120873
34.9500,1.000000,0.966622
35.0000,1.000000,1.060080
35.0500,1.000000,0.949588
35.1000,1.000000,1.034879
35.1500,1.000000,0.989873
35.2000,1.000000,1.019085
35.2500,1.000000,0.984030
35.3000,1.000000,1.063470
35.3500,1.000000,0.996758
35.4000,1.000000,0.990287
35.4500,1.000000,1.022504
35.5000,1.000000,0.963245
35.5500,1.000000,0.881716
35.6000,1.000000,0.923593
35.6500,1.000000,0.962798
35.7000,1.000000,1.084688
35.7500,1.000000,1.112761
35.8000,1.000000,0.931506
35.8500,1.000000,1.006913
35.9000,1.000000,0.964787
35.9500,1.000000,1.011463
36.0000,1.000000,0.934629
36.0500,1.000000,1.016846
36.1000,1.000000,0.958914
36.1500,1.000000,0.939265
36.2000,1.000000,0.966031
36.2500,1.000000,0.898072
36.3000,1.000000,1.032648
36.3500,1.000000,0.956016
36.4000,1.000000,1.073742
36.4500,1.000000,1.040845
36.5000,1.000000,1.060815
36.5500,1.000000,0.978781
36.6000,1.000000,1.065631
36.6500,1.000000,1.065398
36.7000,1.000000,0.979585
36.7500,1.000000,1.002799
36.8000,1.000000,1.072392
36.8500,1.000000,1.007700
36.9000,1.000000,0.963910
36.9500,1.000000,1.054154
37.0000,1.000000,1.060565
37.0500,1.000000,0.954828
37.1000,1.000000,1.021973
37.1500,1.000000,1.000882
37.2000,1.000000,1.056663
37.2500,1.000000,0.962547
37.3000,1.000000,1.066352
37.3500,1.000000,1.046605
37.4000,1.000000,0.981001
37.4500,1.000000,0.972246
37.5000,1.000000,0.940692
37.5500,1.000000,1.071523
37.6000,1.000000,0.951154
37.6500,1.000000,0.990296
37.7000,1.000000,1.095934
37.7500,1.000000,1.040376
37.8000,1.000000,1.015809
37.8500,1.000000,1.013003
37.9000,1.000000,0.990066
37.9500,1.000000,0.930523
38.0000,1.000000,1.029320
38.0500,1.000000,0.943152
38.1000,1.000000,1.108392
38.1500,1.000000,0.918399
38.2000,1.000000,0.985738
38.2500,1.000000,1.001920
38.3000,1.000000,0.969795
38.3500,1.000000,1.002042
38.4000,1.000000,1.035309
38.4500,1.000000,1.073958
38.5000,1.000000,1.008252
38.5500,1.000000,1.000472
38.6000,1.000000,1.019364
38.6500,1.000000,1.003446
38.7000,1.000000,0.963401
38.7500,1.000000,1.001288
38.8000,1.000000,1.063850
38.8500,1.000000,1.006421
38.9000,1.000000,1.001194
38.9500,1.000000,0.994380
39.0000,1.000000,1.030132
39.0500,1.000000,1.022109
39.1000,1.000000,1.023870
39.1500,1.000000,0.984644
39.2000,1.000000,0.882623
39.2500,1.000000,0.969444
39.3000,1.000000,0.998793
39.3500,1.000000,0.954650
39.4000,1.000000,1.034897
39.4500,1.000000,0.955378
39.5000,1.000000,0.888947
39.5500,1.000000,1.042087
39.6000,1.000000,0.988654
39.6500,1.000000,1.000681
39.7000,1.000000,0.910819
39.7500,1.000000,0.982220
39.8000,1.000000,0.992876
39.8500,1.000000,1.003782
39.9000,1.000000,1.045678
39.9500,1.000000,0.968099
40.0000,1.000000,0.988644
40.0500,1.000000,1.085727
40.1000,1.000000,0.992734
40.1500,1.000000,1.072775
40.2000,1.000000,0.912197
40.2500,1.000000,0.991371
40.3000,1.000000,1.062421
40.3500,1.000000,1.035475
40.4000,1.000000,1.076849
40.4500,1.000000,0.981933
40.5000,1.000000,1.007125
40.5500,1.000000,0.881572
40.6000,1.000000,0.929595
40.6500,1.000000,1.026762
40.7000,1.000000,0.968696
40.7500,1.000000,1.042901
40.8000,1.000000,0.984903
40.8500,1.000000,1.027582
40.9000,1.000000,0.957692
40.9500,1.000000,0.947395
41.0000,1.000000,1.054716
41.0500,1.000000,1.028698
41.1000,1.000000,1.000582
41.1500,1.000000,1.042452
41.2000,1.000000,1.045124
41.2500,1.000000,1.057675
41.3000,1.000000,0.983676
41.3500,1.000000,0.962683
41.4000,1.000000,1.002485
41.4500,1.000000,1.017831
41.5000,1.000000,0.933607
41.5500,1.000000,0.888668
41.6000,1.000000,1.020498
41.6500,1.000000,1.061744
41.7000,1.000000,1.006455
41.7500,1.000000,0.987214
41.8000,1.000000,1.009368
41.8500,1.000000,1.010749
41.9000,1.000000,0.949348
41.9500,1.000000,1.013917
42.0000,1.000000,1.059579
42.0500,1.000000,1.020354
42.1000,1.000000,0.993082
42.1500,1.000000,1.038077
42.2000,1.000000,1.030784
42.2500,1.000000,0.948904
42.3000,1.000000,1.065524
42.3500,1.000000,1.041520
42.4000,1.000000,1.017549
42.4500,1.000000,1.023902
42.5000,1.000000,1.011771
42.5500,1.000000,0.963457
42.6000,1.000000,1.032698
42.6500,1.000000,1.002490
42.7000,1.000000,1.056902
42.7500,1.000000,0.974260
42.8000,1.000000,0.962178
42.8500,1.000000,0.956554
42.9000,1.000000,1.052685
42.9500,1.000000,0.998445
43.0000,1.000000,0.973078
43.0500,1.000000,0.937114
43.1000,1.000000,1.127868
43.1500,1.000000,1.005237
43.2000,1.000000,0.968923
43.2500,1.000000,0.976869
43.3000,1.000000,1.058828
43.3500,1.000000,0.985910
43.4000,1.000000,0.946469
43.4500,1.000000,0.995676
43.5000,1.000000,1.081896
43.5500,1.000000,1.062670
43.6000,1.000000,1.066392
43.6500,1.000000,0.966420
43.7000,1.000000,0.928065
43.7500,1.000000,0.981108
43.8000,1.000000,0.979287
43.8500,1.000000,1.000210
43.9000,1.000000,1.045975
43.9500,1.000000,0.971942
44.0000,1.000000,0.961392
44.0500,1.000000,0.945212
44.1000,1.000000,1.036436
44.1500,1.000000,1.020437
44.2000,1.000000,1.044740
44.2500,1.000000,0.935766
44.3000,1.000000,0.975922
44.3500,1.000000,1.064285
44.4000,1.000000,1.020052
44.4500,1.000000,1.058879
44.5000,1.000000,1.048048
44.5500,1.000000,1.036571
44.6000,1.000000,0.969222
44.6500,1.000000,0.994105
44.7000,1.000000,1.015673
44.7500,1.000000,1.117249
44.8000,1.000000,1.036880
44.8500,1.000000,0.995079
44.9000,1.000000,1.009098
44.9500,1.000000,1.021445
45.0000,1.000000,0.990185
45.0500,1.000000,1.036464
45.1000,1.000000,1.054901
45.1500,1.000000,1.123012
45.2000,1.000000,1.076214
45.2500,1.000000,1.015630
45.3000,1.000000,0.969104
45.3500,1.000000,0.939690
45.4000,1.000000,1.049825
45.4500,1.000000,1.061563
45.5000,1.000000,1.074875
45.5500,1.000000,1.016237
45.6000,1.000000,1.001561
45.6500,1.000000,0.996689
45.7000,1.000000,1.041941
45.7500,1.000000,0.897466
45.8000,1.000000,0.913342
45.8500,1.000000,0.876343
45.9000,1.000000,0.978092
45.9500,1.000000,0.993993
46.0000,1.000000,1.059984
46.0500,1.000000,1.002325
46.1000,1.000000,1.026630
46.1500,1.000000,0.994105
46.2000,1.000000,0.975512
46.2500,1.000000,0.945216
46.3000,1.000000,1.012661
46.3500,1.000000,0.998370
46.4000,1.000000,0.947082
46.4500,1.000000,0.971994
