time,input,measurement
1.8200,1.000000,0.320000
1.8400,1.000000,0.330000
1.8600,1.000000,0.340000
1.8800,1.000000,0.350000
1.9000,1.000000,0.360000
1.9200,1.000000,0.370000
1.9400,1.000000,0.380000
1.9600,1.000000,0.390000
1.9800,1.000000,0.400000
2.0000,1.000000,0.410000
2.0200,1.000000,0.420000
2.0400,1.000000,0.430000
2.0600,1.000000,0.440000
2.0800,1.000000,0.450000
2.1000,1.000000,0.460000
2.1200,1.000000,0.470000
2.1400,1.000000,0.480000
2.1600,1.000000,0.490000
2.1800,1.000000,0.500000
2.2000,1.000000,0.510000
2.2200,1.000000,0.520000
2.2400,1.000000,0.530000
2.2600,1.000000,0.540000
2.2800,1.000000,0.550000
2.3000,1.000000,0.560000
2.3200,1.000000,0.570000
2.3400,1.000000,0.580000
2.3600,1.000000,0.590000
2.3800,1.000000,0.600000
2.4000,1.000000,0.610000
2.4200,1.000000,0.620000
2.4400,1.000000,0.630000
2.4600,1.000000,0.640000
2.4800,1.000000,0.650000
2.5000,1.000000,0.660000
2.5200,1.000000,0.670000
2.5400,1.000000,0.680000
2.5600,1.000000,0.690000
2.5800,1.000000,0.700000
2.6000,1.000000,0.710000
2.6200,1.000000,0.720000
2.6400,1.000000,0.730000
2.6600,1.000000,0.740000
2.6800,1.000000,0.750000
2.7000,1.000000,0.760000
2.7200,1.000000,0.770000
2.7400,1.000000,0.780000
2.7600,1.000000,0.790000
2.7800,1.000000,0.800000
2.8000,1.000000,0.810000
2.8200,1.000000,0.820000
2.8400,1.000000,0.830000
2.8600,1.000000,0.840000
2.8800,1.000000,0.850000
2.9000,1.000000,0.860000
2.9200,1.000000,0.870000
2.9400,1.000000,0.880000
2.9600,1.000000,0.890000
2.9800,1.000000,0.900000
3.0000,1.000000,0.910000
3.0200,1.000000,0.920000
3.0400,1.000000,0.930000
3.0600,1.000000,0.940000
3.0800,1.000000,0.950000
3.1000,1.000000,0.960000
3.1200,1.000000,0.970000
3.1400,1.000000,0.980000
3.1600,1.000000,0.990000
3.1800,1.000000,1.000000
3.2000,1.000000,1.010000
3.2200,1.000000,1.020000
3.2400,1.000000,1.030000
3.2600,1.000000,1.040000
3.2800,1.000000,1.050000
3.3000,1.000000,1.060000
3.3200,1.000000,1.070000
3.3400,1.000000,1.080000
3.3600,1.000000,1.090000
3.3800,1.000000,1.100000
3.4000,1.000000,1.110000
3.4200,1.000000,1.120000
3.4400,1.000000,1.130000
3.4600,1.000000,1.140000
3.4800,1.000000,1.150000
3.5000,1.000000,1.160000
3.5200,1.000000,1.170000
3.5400,1.000000,1.180000
3.5600,1.000000,1.190000
3.5800,1.000000,1.200000
3.6000,1.000000,1.210000
3.6200,1.000000,1.220000
3.6400,1.000000,1.230000
3.6600,1.000000,1.240000
3.6800,1.000000,1.250000
3.7000,1.000000,1.260000
3.7200,1.000000,1.270000
3.7400,1.000000,1.280000
3.7600,1.000000,1.290000
3.7800,1.000000,1.300000
3.8000,1.000000,1.310000
3.8200,1.000000,1.320000
3.8400,1.000000,1.330000
3.8600,1.000000,1.340000
3.8800,1.000000,1.350000
3.9000,1.000000,1.360000
3.9200,1.000000,1.370000
3.9400,1.000000,1.380000
3.9600,1.000000,1.390000
3.9800,1.000000,1.400000
4.0000,1.000000,1.410000
4.0200,1.000000,1.420000
4.0400,1.000000,1.430000
4.0600,1.000000,1.440000
4.0800,1.000000,1.450000
4.1000,1.000000,1.460000
4.1200,1.000000,1.470000
4.1400,1.000000,1.480000
4.1600,1.000000,1.490000
4.1800,1.000000,1.500000
4.2000,1.000000,1.510000
4.2200,1.000000,1.520000
4.2400,1.000000,1.530000
4.2600,1.000000,1.540000
4.2800,1.000000,1.550000
4.3000,1.000000,1.560000
4.3200,1.000000,1.570000
4.3400,1.000000,1.580000
4.3600,1.000000,1.590000
4.3800,1.000000,1.600000
4.4000,1.000000,1.610000
4.4200,1.000000,1.620000
4.4400,1.000000,1.630000
4.4600,1.000000,1.640000
4.4800,1.000000,1.650000
4.5000,1.000000,1.660000
4.5200,1.000000,1.670000
4.5400,1.000000,1.680000
4.5600,1.000000,1.690000
4.5800,1.000000,1.700000
4.6000,1.000000,1.710000
4.6200,1.000000,1.720000
4.6400,1.000000,1.730000
4.6600,1.000000,1.740000
4.6800,1.000000,1.750000
4.7000,1.000000,1.760000
4.7200,1.000000,1.770000
4.7400,1.000000,1.780000
4.7600,1.000000,1.790000
4.7800,1.000000,1.800000
4.8000,1.000000,1.810000
4.8200,1.000000,1.820000
4.8400,1.000000,1.830000
4.8600,1.000000,1.840000
4.8800,1.000000,1.850000
4.9000,1.000000,1.860000
4.9200,1.000000,1.870000
4.9400,1.000000,1.880000
4.9600,1.000000,1.890000
4.9800,1.000000,1.900000
5.0000,1.000000,1.910000
5.0200,1.000000,1.920000
5.0400,1.000000,1.930000
5.0600,1.000000,1.940000
5.0800,1.000000,1.950000
5.1000,1.000000,1.960000
5.1200,1.000000,1.970000
5.1400,1.000000,1.980000
5.1600,1.000000,1.990000
5.1800,1.000000,2.000000
5.2000,1.000000,2.010000
5.2200,1.000000,2.020000
5.2400,1.000000,2.030000
5.2600,1.000000,2.040000
5.2800,1.000000,2.050000
5.3000,1.000000,2.060000
5.3200,1.000000,2.070000
5.3400,1.000000,2.080000
5.3600,1.000000,2.090000
5.3800,1.000000,2.100000
5.4000,1.000000,2.110000
5.4200,1.000000,2.120000
5.4400,1.000000,2.130000
5.4600,1.000000,2.140000
5.4800,1.000000,2.150000
5.5000,1.000000,2.160000
5.5200,1.000000,2.170000
5.5400,1.000000,2.180000
5.5600,1.000000,2.190000
5.5800,1.000000,2.200000
5.6000,1.000000,2.210000
5.6200,1.000000,2.220000
5.6400,1.000000,2.230000
5.6600,1.000000,2.240000
5.6800,1.000000,2.250000
5.7000,1.000000,2.260000
5.7200,1.000000,2.270000
5.7400,1.000000,2.280000
5.7600,1.000000,2.290000
5.7800,1.000000,2.300000
5.8000,1.000000,2.310000
5.8200,1.000000,2.320000
5.8400,1.000000,2.330000
5.8600,1.000000,2.340000
5.8800,1.000000,2.350000
5.9000,1.000000,2.360000
5.9200,1.000000,2.370000
5.9400,1.000000,2.380000
5.9600,1.000000,2.390000
5.9800,1.000000,2.400000
6.0000,1.000000,2.410000
6.0200,1.000000,2.420000
6.0400,1.000000,2.430000
6.0600,1.000000,2.440000
6.0800,1.000000,2.450000
6.1000,1.000000,2.460000
6.1200,1.000000,2.470000
6.1400,1.000000,2.480000
6.1600,1.000000,2.490000
6.1800,1.000000,2.500000
6.2000,1.000000,2.510000
6.2200,1.000000,2.520000
6.2400,1.000000,2.530000
6.2600,1.000000,2.540000
6.2800,1.000000,2.550000
6.3000,1.000000,2.560000
6.3200,1.000000,2.570000
6.3400,1.000000,2.580000
6.3600,1.000000,2.590000
6.3800,1.000000,2.600000
6.4000,1.000000,2.610000
6.4200,1.000000,2.620000
6.4400,1.000000,2.630000
6.4600,1.000000,2.640000
6.4800,1.000000,2.650000
6.5000,1.000000,2.660000
6.5200,1.000000,2.670000
6.5400,1.000000,2.680000
6.5600,1.000000,2.690000
6.5800,1.000000,2.700000
6.6000,1.000000,2.710000
6.6200,1.000000,2.720000
6.6400,1.000000,2.730000
6.6600,1.000000,2.740000
6.6800,1.000000,2.750000
6.7000,1.000000,2.760000
6.7200,1.000000,2.770000
6.7400,1.000000,2.780000
6.7600,1.000000,2.790000
6.7800,1.000000,2.800000
6.8000,1.000000,2.810000
6.8200,1.000000,2.820000
6.8400,1.000000,2.830000
6.8600,1.000000,2.840000
6.8800,1.000000,2.850000
6.9000,1.000000,2.860000
6.9200,1.000000,2.870000
6.9400,1.000000,2.880000
6.9600,1.000000,2.890000
6.9800,1.000000,2.900000
7.0000,1.000000,2.910000
7.0200,1.000000,2.920000
7.0400,1.000000,2.930000
7.0600,1.000000,2.940000
7.0800,1.000000,2.950000
7.1000,1.000000,2.960000
7.1200,1.000000,2.970000
7.1400,1.000000,2.980000
7.1600,1.000000,2.990000
7.1800,1.000000,3.000000
7.2000,1.000000,3.010000
7.2200,1.000000,3.020000
7.2400,1.000000,3.030000
7.2600,1.000000,3.040000
7.2800,1.000000,3.050000
7.3000,1.000000,3.060000
7.3200,1.000000,3.070000
7.3400,1.000000,3.080000
7.3600,1.000000,3.090000
7.3800,1.000000,3.100000
7.4000,1.000000,3.110000
7.4200,1.000000,3.120000
7.4400,1.000000,3.130000
7.4600,1.000000,3.140000
7.4800,1.000000,3.150000
7.5000,1.000000,3.160000
7.5200,1.000000,3.170000
7.5400,1.000000,3.180000
7.5600,1.000000,3.190000
7.5800,1.000000,3.200000
7.6000,1.000000,3.210000
7.6200,1.000000,3.220000
7.6400,1.000000,3.230000
7.6600,1.000000,3.240000
7.6800,1.000000,3.250000
7.7000,1.000000,3.260000
7.7200,1.000000,3.270000
7.7400,1.000000,3.280000
7.7600,1.000000,3.290000
7.7800,1.000000,3.300000
7.8000,1.000000,3.310000
7.8200,1.000000,3.320000
7.8400,1.000000,3.330000
7.8600,1.000000,3.340000
7.8800,1.000000,3.350000
7.9000,1.000000,3.360000
7.9200,1.000000,3.370000
7.9400,1.000000,3.380000
7.9600,1.000000,3.390000
7.9800,1.000000,3.400000
8.0000,1.000000,3.410000
8.0200,1.000000,3.420000
8.0400,1.000000,3.430000
8.0600,1.000000,3.440000
8.0800,1.000000,3.450000
8.1000,1.000000,3.460000
8.1200,1.000000,3.470000
8.1400,1.000000,3.480000
8.1600,1.000000,3.490000
8.1800,1.000000,3.500000
8.2000,1.000000,3.510000
8.2200,1.000000,3.520000
8.2400,1.000000,3.530000
8.2600,1.000000,3.540000
8.2800,1.000000,3.550000
8.3000,1.000000,3.560000
8.3200,1.000000,3.570000
8.3400,1.000000,3.580000
8.3600,1.000000,3.590000
8.3800,1.000000,3.600000
8.4000,1.000000,3.610000
8.4200,1.000000,3.620000
8.4400,1.000000,3.630000
8.4600,1.000000,3.640000
8.4800,1.000000,3.650000
8.5000,1.000000,3.660000
8.5200,1.000000,3.670000
8.5400,1.000000,3.680000
8.5600,1.000000,3.690000
8.5800,1.000000,3.700000
8.6000,1.000000,3.710000
8.6200,1.000000,3.720000
8.6400,1.000000,3.730000
8.6600,1.000000,3.740000
8.6800,1.000000,3.750000
8.7000,1.000000,3.760000
8.7200,1.000000,3.770000
8.7400,1.000000,3.780000
8.7600,1.000000,3.790000
8.7800,1.000000,3.800000
8.8000,1.000000,3.810000
8.8200,1.000000,3.820000
8.8400,1.000000,3.830000
8.8600,1.000000,3.840000
8.8800,1.000000,3.850000
8.9000,1.000000,3.860000
8.9200,1.000000,3.870000
8.9400,1.000000,3.880000
8.9600,1.000000,3.890000
8.9800,1.000000,3.900000
9.0000,1.000000,3.910000
9.0200,1.000000,3.920000
9.0400,1.000000,3.930000
9.0600,1.000000,3.940000
9.0800,1.000000,3.950000
9.1000,1.000000,3.960000
9.1200,1.000000,3.970000
9.1400,1.000000,3.980000
9.1600,1.000000,3.990000
9.1800,1.000000,4.000000
9.2000,1.000000,4.010000
9.2200,1.000000,4.020000
9.2400,1.000000,4.030000
9.2600,1.000000,4.040000
9.2800,1.000000,4.050000
9.3000,1.000000,4.060000
9.3200,1.000000,4.070000
9.3400,1.000000,4.080000
9.3600,1.000000,4.090000
9.3800,1.000000,4.100000
9.4000,1.000000,4.110000
9.4200,1.000000,4.120000
9.4400,1.000000,4.130000
9.4600,1.000000,4.140000
9.4800,1.000000,4.150000
9.5000,1.000000,4.160000
9.5200,1.000000,4.170000
9.5400,1.000000,4.180000
9.5600,1.000000,4.190000
9.5800,1.000000,4.200000
9.6000,1.000000,4.210000
9.6200,1.000000,4.220000
9.6400,1.000000,4.230000
9.6600,1.000000,4.240000
9.6800,1.000000,4.250000
9.7000,1.000000,4.260000
9.7200,1.000000,4.270000
9.7400,1.000000,4.280000
9.7600,1.000000,4.290000
9.7800,1.000000,4.300000
9.8000,1.000000,4.310000
9.8200,1.000000,4.320000
9.8400,1.000000,4.330000
9.8600,1.000000,4.340000
9.8800,1.000000,4.350000
9.9000,1.000000,4.360000
9.9200,1.000000,4.370000
9.9400,1.000000,4.380000
9.9600,1.000000,4.390000
9.9800,1.000000,4.400000
10.0000,1.000000,4.410000
10.0200,1.000000,4.420000
10.0400,1.000000,4.430000
10.0600,1.000000,4.440000
10.0800,1.000000,4.450000
10.1000,1.000000,4.460000
10.1200,1.000000,4.470000
10.1400,1.000000,4.480000
10.1600,1.000000,4.490000
10.1800,1.000000,4.500000
10.2000,1.000000,4.510000
10.2200,1.000000,4.520000
10.2400,1.000000,4.530000
10.2600,1.000000,4.540000
10.2800,1.000000,4.550000
10.3000,1.000000,4.560000
10.3200,1.000000,4.570000
10.3400,1.000000,4.580000
10.3600,1.000000,4.590000
10.3800,1.000000,4.600000
10.4000,1.000000,4.610000
10.4200,1.000000,4.620000
10.4400,1.000000,4.630000
10.4600,1.000000,4.640000
10.4800,1.000000,4.650000
10.5000,1.000000,4.660000
10.5200,1.000000,4.670000
10.5400,1.000000,4.680000
10.5600,1.000000,4.690000
10.5800,1.000000,4.700000
10.6000,1.000000,4.710000
10.6200,1.000000,4.720000
10.6400,1.000000,4.730000
10.6600,1.000000,4.740000
10.6800,1.000000,4.750000
10.7000,1.000000,4.760000
10.7200,1.000000,4.770000
10.7400,1.000000,4.780000
10.7600,1.000000,4.790000
10.7800,1.000000,4.800000
10.8000,1.000000,4.810000
10.8200,1.000000,4.820000
10.8400,1.000000,4.830000
10.8600,1.000000,4.840000
10.8800,1.000000,4.850000
10.9000,1.000000,4.860000
10.9200,1.000000,4.870000
10.9400,1.000000,4.880000
10.9600,1.000000,4.890000
10.9800,1.000000,4.900000
11.0000,1.000000,4.910000
11.0200,1.000000,4.920000
11.0400,1.000000,4.930000
11.0600,1.000000,4.940000
11.0800,1.000000,4.950000
11.1000,1.000000,4.960000
11.1200,1.000000,4.970000
11.1400,1.000000,4.980000
11.1600,1.000000,4.990000
11.1800,1.000000,5.000000
11.2000,1.000000,5.010000
11.2200,1.000000,5.020000
11.2400,1.000000,5.030000
11.2600,1.000000,5.040000
11.2800,1.000000,5.050000
11.3000,1.000000,5.060000
11.3200,1.000000,5.070000
11.3400,1.000000,5.080000
11.3600,1.000000,5.090000
11.3800,1.000000,5.100000
11.4000,1.000000,5.110000
11.4200,1.000000,5.120000
11.4400,1.000000,5.130000
11.4600,1.000000,5.140000
11.4800,1.000000,5.150000
11.5000,1.000000,5.160000
11.5200,1.000000,5.170000
11.5400,1.000000,5.180000
11.5600,1.000000,5.190000
11.5800,1.000000,5.200000
11.6000,1.000000,5.210000
11.6200,1.000000,5.220000
11.6400,1.000000,5.230000
11.6600,1.000000,5.240000
11.6800,1.000000,5.250000
11.7000,1.000000,5.260000
11.7200,1.000000,5.270000
11.7400,1.000000,5.280000
11.7600,1.000000,5.290000
11.7800,1.000000,5.300000
11.8000,1.000000,5.310000
11.8200,1.000000,5.320000
11.8400,1.000000,5.330000
11.8600,1.000000,5.340000
11.8800,1.000000,5.350000
11.9000,1.000000,5.360000
11.9200,1.000000,5.370000
11.9400,1.000000,5.380000
11.9600,1.000000,5.390000
11.9800,1.000000,5.400000
12.0000,1.000000,5.410000
12.0200,1.000000,5.420000
12.0400,1.000000,5.430000
12.0600,1.000000,5.440000
12.0800,1.000000,5.450000
12.1000,1.000000,5.460000
12.1200,1.000000,5.470000
12.1400,1.000000,5.480000
12.1600,1.000000,5.490000
12.1800,1.000000,5.500000
12.2000,1.000000,5.510000
12.2200,1.000000,5.520000
12.2400,1.000000,5.530000
12.2600,1.000000,5.540000
12.2800,1.000000,5.550000
12.3000,1.000000,5.560000
12.3200,1.000000,5.570000
12.3400,1.000000,5.580000
12.3600,1.000000,5.590000
12.3800,1.000000,5.600000
12.4000,1.000000,5.610000
12.4200,1.000000,5.620000
12.4400,1.000000,5.630000
12.4600,1.000000,5.640000
12.4800,1.000000,5.650000
12.5000,1.000000,5.660000
12.5200,1.000000,5.670000
12.5400,1.000000,5.680000
12.5600,1.000000,5.690000
12.5800,1.000000,5.700000
12.6000,1.000000,5.710000
12.6200,1.000000,5.720000
12.6400,1.000000,5.730000
12.6600,1.000000,5.740000
12.6800,1.000000,5.750000
12.7000,1.000000,5.760000
12.7200,1.000000,5.770000
12.7400,1.000000,5.780000
12.7600,1.000000,5.790000
12.7800,1.000000,5.800000
12.8000,1.000000,5.810000
12.8200,1.000000,5.820000
12.8400,1.000000,5.830000
12.8600,1.000000,5.840000
12.8800,1.000000,5.850000
12.9000,1.000000,5.860000
12.9200,1.000000,5.870000
12.9400,1.000000,5.880000
12.9600,1.000000,5.890000
12.9800,1.000000,5.900000
13.0000,1.000000,5.910000
13.0200,1.000000,5.920000
13.0400,1.000000,5.930000
13.0600,1.000000,5.940000
13.0800,1.000000,5.950000
13.1000,1.000000,5.960000
13.1200,1.000000,5.970000
13.1400,1.000000,5.980000
13.1600,1.000000,5.990000
13.1800,1.000000,6.000000
13.2000,1.000000,6.010000
13.2200,1.000000,6.020000
13.2400,1.000000,6.030000
13.2600,1.000000,6.040000
13.2800,1.000000,6.050000
13.3000,1.000000,6.060000
13.3200,1.000000,6.070000
13.3400,1.000000,6.080000
13.3600,1.000000,6.090000
13.3800,1.000000,6.100000
13.4000,1.000000,6.110000
13.4200,1.000000,6.120000
13.4400,1.000000,6.130000
13.4600,1.000000,6.140000
13.4800,1.000000,6.150000
13.5000,1.000000,6.160000
13.5200,1.000000,6.170000
13.5400,1.000000,6.180000
13.5600,1.000000,6.190000
13.5800,1.000000,6.200000
13.6000,1.000000,6.210000
13.6200,1.000000,6.220000
13.6400,1.000000,6.230000
13.6600,1.000000,6.240000
13.6800,1.000000,6.250000
13.7000,1.000000,6.260000
13.7200,1.000000,6.270000
13.7400,1.000000,6.280000
13.7600,1.000000,6.290000
13.7800,1.000000,6.300000
13.8000,1.000000,6.310000
13.8200,1.000000,6.320000
13.8400,1.000000,6.330000
13.8600,1.000000,6.340000
13.8800,1.000000,6.350000
13.9000,1.000000,6.360000
13.9200,1.000000,6.370000
13.9400,1.000000,6.380000
13.9600,1.000000,6.390000
13.9800,1.000000,6.400000
14.0000,1.000000,6.410000
14.0200,1.000000,6.420000
14.0400,1.000000,6.430000
14.0600,1.000000,6.440000
14.0800,1.000000,6.450000
14.1000,1.000000,6.460000
14.1200,1.000000,6.470000
14.1400,1.000000,6.480000
14.1600,1.000000,6.490000
14.1800,1.000000,6.500000
14.2000,1.000000,6.510000
14.2200,1.000000,6.520000
14.2400,1.000000,6.530000
14.2600,1.000000,6.540000
14.2800,1.000000,6.550000
14.3000,1.000000,6.560000
14.3200,1.000000,6.570000
14.3400,1.000000,6.580000
14.3600,1.000000,6.590000
14.3800,1.000000,6.600000
14.4000,1.000000,6.610000
14.4200,1.000000,6.620000
14.4400,1.000000,6.630000
14.4600,1.000000,6.640000
14.4800,1.000000,6.650000
14.5000,1.000000,6.660000
14.5200,1.000000,6.670000
14.5400,1.000000,6.680000
14.5600,1.000000,6.690000
14.5800,1.000000,6.700000
14.6000,1.000000,6.710000
14.6200,1.000000,6.720000
14.6400,1.000000,6.730000
14.6600,1.000000,6.740000
14.6800,1.000000,6.750000
14.7000,1.000000,6.760000
14.7200,1.000000,6.770000
14.7400,1.000000,6.780000
14.7600,1.000000,6.790000
14.7800,1.000000,6.800000
14.8000,1.000000,6.810000
14.8200,1.000000,6.820000
14.8400,1.000000,6.830000
14.8600,1.000000,6.840000
14.8800,1.000000,6.850000
14.9000,1.000000,6.860000
14.9200,1.000000,6.870000
14.9400,1.000000,6.880000
14.9600,1.000000,6.890000
14.9800,1.000000,6.900000
15.0000,1.000000,6.910000
15.0200,1.000000,6.920000
15.0400,1.000000,6.930000
15.0600,1.000000,6.940000
15.0800,1.000000,6.950000
15.1000,1.000000,6.960000
15.1200,1.000000,6.970000
15.1400,1.000000,6.980000
15.1600,1.000000,6.990000
15.1800,1.000000,7.000000
15.2000,1.000000,7.010000
15.2200,1.000000,7.020000
15.2400,1.000000,7.030000
15.2600,1.000000,7.040000
15.2800,1.000000,7.050000
15.3000,1.000000,7.060000
15.3200,1.000000,7.070000
15.3400,1.000000,7.080000
15.3600,1.000000,7.090000
15.3800,1.000000,7.100000
15.4000,1.000000,7.110000
15.4200,1.000000,7.120000
15.4400,1.000000,7.130000
15.4600,1.000000,7.140000
15.4800,1.000000,7.150000
15.5000,1.000000,7.160000
15.5200,1.000000,7.170000
15.5400,1.000000,7.180000
15.5600,1.000000,7.190000
15.5800,1.000000,7.200000
15.6000,1.000000,7.210000
15.6200,1.000000,7.220000
15.6400,1.000000,7.230000
15.6600,1.000000,7.240000
15.6800,1.000000,7.250000
15.7000,1.000000,7.260000
15.7200,1.000000,7.270000
15.7400,1.000000,7.280000
15.7600,1.000000,7.290000
15.7800,1.000000,7.300000
15.8000,1.000000,7.310000
15.8200,1.000000,7.320000
15.8400,1.000000,7.330000
15.8600,1.000000,7.340000
15.8800,1.000000,7.350000
15.9000,1.000000,7.360000
15.9200,1.000000,7.370000
15.9400,1.000000,7.380000
15.9600,1.000000,7.390000
15.9800,1.000000,7.400000
16.0000,1.000000,7.410000
16.0200,1.000000,7.420000
16.0400,1.000000,7.430000
16.0600,1.000000,7.440000
16.0800,1.000000,7.450000
16.1000,1.000000,7.460000
16.1200,1.000000,7.470000
16.1400,1.000000,7.480000
16.1600,1.000000,7.490000
16.1800,1.000000,7.500000
16.2000,1.000000,7.510000
16.2200,1.000000,7.520000
16.2400,1.000000,7.530000
16.2600,1.000000,7.540000
16.2800,1.000000,7.550000
16.3000,1.000000,7.560000
16.3200,1.000000,7.570000
16.3400,1.000000,7.580000
16.3600,1.000000,7.590000
16.3800,1.000000,7.600000
16.4000,1.000000,7.610000
16.4200,1.000000,7.620000
16.4400,1.000000,7.630000
16.4600,1.000000,7.640000
16.4800,1.000000,7.650000
16.5000,1.000000,7.660000
16.5200,1.000000,7.670000
16.5400,1.000000,7.680000
16.5600,1.000000,7.690000
16.5800,1.000000,7.700000
16.6000,1.000000,7.710000
16.6200,1.000000,7.720000
16.6400,1.000000,7.730000
16.6600,1.000000,7.740000
16.6800,1.000000,7.750000
16.7000,1.000000,7.760000
16.7200,1.000000,7.770000
16.7400,1.000000,7.780000
16.7600,1.000000,7.790000
16.7800,1.000000,7.800000
16.8000,1.000000,7.810000
16.8200,1.000000,7.820000
16.8400,1.000000,7.830000
16.8600,1.000000,7.840000
16.8800,1.000000,7.850000
16.9000,1.000000,7.860000
16.9200,1.000000,7.870000
16.9400,1.000000,7.880000
16.9600,1.000000,7.890000
16.9800,1.000000,7.900000
17.0000,1.000000,7.910000
17.0200,1.000000,7.920000
17.0400,1.000000,7.930000
17.0600,1.000000,7.940000
17.0800,1.000000,7.950000
17.1000,1.000000,7.960000
17.1200,1.000000,7.970000
17.1400,1.000000,7.980000
17.1600,1.000000,7.990000
17.1800,1.000000,8.000000
17.2000,1.000000,8.010000
17.2200,1.000000,8.020000
17.2400,1.000000,8.030000
17.2600,1.000000,8.040000
17.2800,1.000000,8.050000
17.3000,1.000000,8.060000
17.3200,1.000000,8.070000
17.3400,1.000000,8.080000
17.3600,1.000000,8.090000
17.3800,1.000000,8.100000
17.4000,1.000000,8.110000
17.4200,1.000000,8.120000
17.4400,1.000000,8.130000
17.4600,1.000000,8.140000
17.4800,1.000000,8.150000
17.5000,1.000000,8.160000
17.5200,1.000000,8.170000
17.5400,1.000000,8.180000
17.5600,1.000000,8.190000
17.5800,1.000000,8.200000
17.6000,1.000000,8.210000
17.6200,1.000000,8.220000
17.6400,1.000000,8.230000
17.6600,1.000000,8.240000
17.6800,1.000000,8.250000
17.7000,1.000000,8.260000
17.7200,1.000000,8.270000
17.7400,1.000000,8.280000
17.7600,1.000000,8.290000
17.7800,1.000000,8.300000
17.8000,1.000000,8.310000
17.8200,1.000000,8.320000
17.8400,1.000000,8.330000
17.8600,1.000000,8.340000
17.8800,1.000000,8.350000
17.9000,1.000000,8.360000
17.9200,1.000000,8.370000
17.9400,1.000000,8.380000
17.9600,1.000000,8.390000
17.9800,1.000000,8.400000
18.0000,1.000000,8.410000
18.0200,1.000000,8.420000
18.0400,1.000000,8.430000
18.0600,1.000000,8.440000
18.0800,1.000000,8.450000
18.1000,1.000000,8.460000
18.1200,1.000000,8.470000
18.1400,1.000000,8.480000
18.1600,1.000000,8.490000
18.1800,1.000000,8.500000
18.2000,1.000000,8.510000
18.2200,1.000000,8.520000
18.2400,1.000000,8.530000
18.2600,1.000000,8.540000
18.2800,1.000000,8.550000
18.3000,1.000000,8.560000
18.3200,1.000000,8.570000
18.3400,1.000000,8.580000
18.3600,1.000000,8.590000
18.3800,1.000000,8.600000
18.4000,1.000000,8.610000
18.4200,1.000000,8.620000
18.4400,1.000000,8.630000
18.4600,1.000000,8.640000
18.4800,1.000000,8.650000
18.5000,1.000000,8.660000
18.5200,1.000000,8.670000
18.5400,1.000000,8.680000
18.5600,1.000000,8.690000
18.5800,1.000000,8.700000
18.6000,1.000000,8.710000
18.6200,1.000000,8.720000
